0.0901,1.7333,1.4564,-3.5721,0.09432,0.9467,0.18,0.15,30,70
0.0941,1.6409,1.483,-3.4726,0.188,0.9467,0.18,0.15,30,70
0.0977,1.4873,1.5252,-3.3264,0.2818,0.9467,0.18,0.15,30,70
0.0943,1.3286,1.5578,-3.1695,0.3754,0.9467,0.18,0.15,30,70
0.1017,1.3236,1.6813,-3.1971,0.4691,0.9467,0.18,0.15,30,70
0.1016,1.205,1.7756,-3.145,0.5627,0.9467,0.18,0.15,30,70
0.1019,1.1632,1.9125,-3.0974,0.6564,0.9467,0.18,0.15,30,70
0.1059,1.1645,1.9674,-3.2205,0.7501,0.9467,0.18,0.15,30,70
0.106,1.0026,1.9063,-2.9308,0.8439,0.9467,0.18,0.15,30,70
0.1107,0.9208,1.9568,-2.7731,0.9375,0.9467,0.18,0.15,30,70
0.0868,2.421,1.7594,-4.664,0.09432,0.8933,0.36,0.15,30,70
0.0833,2.4194,2.0061,-4.7418,0.188,0.8933,0.36,0.15,30,70
0.0907,2.1793,2.1294,-4.6701,0.2818,0.8933,0.36,0.15,30,70
0.0942,2.2604,2.3833,-4.7781,0.3754,0.8933,0.36,0.15,30,70
0.0947,2.0974,2.5646,-4.723,0.4691,0.8933,0.36,0.15,30,70
0.1016,2.1695,2.6805,-4.6667,0.5627,0.8933,0.36,0.15,30,70
0.1064,1.9422,2.9228,-4.6816,0.6564,0.8933,0.36,0.15,30,70
0.1025,1.9074,2.9247,-4.5936,0.7501,0.8933,0.36,0.15,30,70
0.1203,1.656,3.0389,-4.5351,0.8439,0.8933,0.36,0.15,30,70
0.1238,1.4493,2.893,-4.1053,0.9375,0.8933,0.36,0.15,30,70
0.0577,1.5433,1.2349,-2.8073,0.09432,0.7333,0.18,0.15,30,70
0.061,1.5498,1.4501,-3.0164,0.188,0.7333,0.18,0.15,30,70
0.0515,1.4068,1.4896,-2.8641,0.2818,0.7333,0.18,0.15,30,70
0.062,1.3749,1.497,-2.8239,0.3754,0.7333,0.18,0.15,30,70
0.0632,1.359,1.5999,-2.9264,0.4691,0.7333,0.18,0.15,30,70
0.06,1.2111,1.7317,-2.8664,0.5627,0.7333,0.18,0.15,30,70
0.063,1.1381,1.7881,-2.7766,0.6564,0.7333,0.18,0.15,30,70
0.0632,1.0804,1.8107,-2.7208,0.7501,0.7333,0.18,0.15,30,70
0.0635,0.9891,1.8627,-2.6708,0.8439,0.7333,0.18,0.15,30,70
0.0636,0.9096,1.9476,-2.5181,0.9375,0.7333,0.18,0.15,30,70
0.0507,2.1316,1.5089,-3.7307,0.09432,0.68,0.36,0.15,30,70
0.0543,2.278,1.8708,-4.0756,0.188,0.68,0.36,0.15,30,70
0.0514,2.113,1.9224,-3.9424,0.2818,0.68,0.36,0.15,30,70
0.0517,2.111,2.223,-4.0042,0.3754,0.68,0.36,0.15,30,70
0.0664,2.0752,2.3403,-4.0562,0.4691,0.68,0.36,0.15,30,70
0.0591,1.9776,2.4382,-3.851,0.5627,0.68,0.36,0.15,30,70
0.053,1.7652,2.4656,-3.8165,0.6564,0.68,0.36,0.15,30,70
0.0668,1.7843,2.5679,-3.8922,0.7501,0.68,0.36,0.15,30,70
0.0671,1.6838,2.697,-3.8788,0.8439,0.68,0.36,0.15,30,70
0.0672,1.5243,2.7808,-3.6919,0.9375,0.68,0.36,0.15,30,70
0.0291,1.3638,1.1021,-2.2545,0.09432,0.52,0.18,0.15,30,70
0.0267,1.3418,1.1616,-2.3368,0.188,0.52,0.18,0.15,30,70
0.0266,1.2644,1.2753,-2.2516,0.2818,0.52,0.18,0.15,30,70
0.0338,1.217,1.3783,-2.3674,0.3754,0.52,0.18,0.15,30,70
0.0271,1.2026,1.4998,-2.3778,0.4691,0.52,0.18,0.15,30,70
0.0303,1.1404,1.5512,-2.3119,0.5627,0.52,0.18,0.15,30,70
0.031,1.1528,1.7248,-2.5478,0.6564,0.52,0.18,0.15,30,70
0.0316,1.1154,1.7871,-2.4941,0.7501,0.52,0.18,0.15,30,70
0.0319,1.0478,1.7822,-2.3747,0.8439,0.52,0.18,0.15,30,70
0.0356,0.9536,1.8911,-2.2204,0.9375,0.52,0.18,0.15,30,70
0.0294,2.005,1.329,-3.0365,0.09432,0.4667,0.36,0.15,30,70
0.0159,2.1118,1.6093,-3.2661,0.188,0.4667,0.36,0.15,30,70
0.0269,2.0024,1.7053,-3.2997,0.2818,0.4667,0.36,0.15,30,70
0.03,2.0621,2.0076,-3.4468,0.3754,0.4667,0.36,0.15,30,70
0.0233,1.9505,2.1093,-3.3425,0.4691,0.4667,0.36,0.15,30,70
0.0236,1.9127,2.1475,-3.1921,0.5627,0.4667,0.36,0.15,30,70
0.0347,1.7874,2.2238,-3.2697,0.6564,0.4667,0.36,0.15,30,70
0.0315,1.8413,2.4,-3.3271,0.7501,0.4667,0.36,0.15,30,70
0.028,1.7187,2.4663,-3.4239,0.8439,0.4667,0.36,0.15,30,70
0.0427,1.5815,2.4939,-3.1202,0.9375,0.4667,0.36,0.15,30,70
0.0075,1.2916,1.0153,-1.9851,0.09432,0.3067,0.18,0.15,30,70
0.0189,1.312,1.08,-2.0489,0.188,0.3067,0.18,0.15,30,70
0.0156,1.2443,1.1888,-2.02,0.2818,0.3067,0.18,0.15,30,70
0.0121,1.205,1.2966,-2.0679,0.3754,0.3067,0.18,0.15,30,70
0.0058,1.225,1.4836,-2.1704,0.4691,0.3067,0.18,0.15,30,70
0.0057,1.1788,1.4272,-2.1827,0.5627,0.3067,0.18,0.15,30,70
0.0061,1.1735,1.4793,-2.0554,0.6564,0.3067,0.18,0.15,30,70
0.0065,1.1392,1.5722,-2.0652,0.7501,0.3067,0.18,0.15,30,70
0.0104,1.0086,1.5854,-2.0067,0.8439,0.3067,0.18,0.15,30,70
0.0099,0.8817,1.6292,-1.844,0.9375,0.3067,0.18,0.15,30,70
