0.1155,3.6696,0.8762,-3.9765,0.09432,0.9467,0.18,0.4,30,75
0.1122,3.5171,1.1009,-3.9437,0.188,0.9467,0.18,0.4,30,75
0.1164,3.4472,1.2236,-3.9149,0.2818,0.9467,0.18,0.4,30,75
0.1204,3.1941,1.3908,-3.8459,0.3754,0.9467,0.18,0.4,30,75
0.1176,3.1557,1.5605,-3.8874,0.4691,0.9467,0.18,0.4,30,75
0.1205,3.1735,1.7196,-3.9381,0.5627,0.9467,0.18,0.4,30,75
0.1251,2.9481,1.7398,-3.812,0.6564,0.9467,0.18,0.4,30,75
0.1252,2.7351,1.863,-3.7877,0.7501,0.9467,0.18,0.4,30,75
0.1255,2.5733,1.9049,-3.5974,0.8439,0.9467,0.18,0.4,30,75
0.1293,2.2772,1.8769,-3.2989,0.9375,0.9467,0.18,0.4,30,75
0.0837,3.707,0.8596,-3.7917,0.09432,0.84,0.18,0.4,30,75
0.0841,3.57,1.1109,-3.9067,0.188,0.84,0.18,0.4,30,75
0.0846,3.3833,1.2312,-3.7278,0.2818,0.84,0.18,0.4,30,75
0.0848,3.2482,1.3905,-3.7186,0.3754,0.84,0.18,0.4,30,75
0.0891,3.253,1.5725,-3.7838,0.4691,0.84,0.18,0.4,30,75
0.0859,3.1253,1.7222,-3.723,0.5627,0.84,0.18,0.4,30,75
0.0886,2.9998,1.8435,-3.7027,0.6564,0.84,0.18,0.4,30,75
0.0965,2.7191,1.9667,-3.5589,0.7501,0.84,0.18,0.4,30,75
0.0969,2.6404,1.9474,-3.5054,0.8439,0.84,0.18,0.4,30,75
0.0967,2.3733,1.8991,-3.2662,0.9375,0.84,0.18,0.4,30,75
0.0626,3.6902,0.8218,-3.6846,0.09432,0.7333,0.18,0.4,30,75
0.0626,3.5919,1.0433,-3.57,0.188,0.7333,0.18,0.4,30,75
0.0628,3.387,1.2079,-3.5174,0.2818,0.7333,0.18,0.4,30,75
0.0634,3.2436,1.321,-3.4939,0.3754,0.7333,0.18,0.4,30,75
0.0707,3.3058,1.7367,-3.7599,0.4691,0.7333,0.18,0.4,30,75
0.0631,3.2281,1.8175,-3.6352,0.5627,0.7333,0.18,0.4,30,75
0.0682,3.0888,1.8328,-3.544,0.6564,0.7333,0.18,0.4,30,75
0.0678,3.05,2.028,-3.7357,0.7501,0.7333,0.18,0.4,30,75
0.0717,2.8279,2.1816,-3.6065,0.8439,0.7333,0.18,0.4,30,75
0.0717,2.5707,2.094,-3.3102,0.9375,0.7333,0.18,0.4,30,75
0.0444,3.6901,0.816,-3.3706,0.09432,0.6267,0.18,0.4,30,75
0.0457,3.5858,1.0214,-3.3506,0.188,0.6267,0.18,0.4,30,75
0.045,3.4923,1.344,-3.4756,0.2818,0.6267,0.18,0.4,30,75
0.0418,3.4909,1.4327,-3.5123,0.3754,0.6267,0.18,0.4,30,75
0.053,3.2602,1.5743,-3.3783,0.4691,0.6267,0.18,0.4,30,75
0.0426,3.2696,1.7171,-3.5129,0.5627,0.6267,0.18,0.4,30,75
0.0501,3.1822,1.8847,-3.4912,0.6564,0.6267,0.18,0.4,30,75
0.05,3.0442,2.0397,-3.4977,0.7501,0.6267,0.18,0.4,30,75
0.0537,2.9595,2.1378,-3.4746,0.8439,0.6267,0.18,0.4,30,75
0.0547,2.6558,2.1085,-3.1104,0.9375,0.6267,0.18,0.4,30,75
0.0233,3.6765,0.7972,-3.1914,0.09432,0.52,0.18,0.4,30,75
0.0305,3.6403,1.0409,-3.2774,0.188,0.52,0.18,0.4,30,75
0.0272,3.4682,1.119,-3.1842,0.2818,0.52,0.18,0.4,30,75
0.0274,3.3778,1.2964,-3.2021,0.3754,0.52,0.18,0.4,30,75
0.0323,3.3701,1.6115,-3.3359,0.4691,0.52,0.18,0.4,30,75
0.0285,3.2703,1.6695,-3.2403,0.5627,0.52,0.18,0.4,30,75
0.0288,3.3673,1.9222,-3.4921,0.6564,0.52,0.18,0.4,30,75
0.0362,3.1758,2.102,-3.5512,0.7501,0.52,0.18,0.4,30,75
0.033,2.9553,2.0319,-3.2886,0.8439,0.52,0.18,0.4,30,75
0.0364,2.7025,2.0123,-2.9905,0.9375,0.52,0.18,0.4,30,75
0.0236,3.8318,1.0023,-3.1769,0.09432,0.4133,0.18,0.4,30,75
0.0127,3.5771,0.9481,-3.0063,0.188,0.4133,0.18,0.4,30,75
0.0164,3.4438,1.1001,-2.9427,0.2818,0.4133,0.18,0.4,30,75
0.0175,3.4294,1.3391,-3.1079,0.3754,0.4133,0.18,0.4,30,75
0.0146,3.2842,1.3647,-3.0035,0.4691,0.4133,0.18,0.4,30,75
0.0147,3.2814,1.6103,-3.0325,0.5627,0.4133,0.18,0.4,30,75
0.0138,3.2116,1.7929,-3.1702,0.6564,0.4133,0.18,0.4,30,75
0.0184,3.1473,1.9044,-3.1401,0.7501,0.4133,0.18,0.4,30,75
0.0256,3.0335,2.0666,-3.2392,0.8439,0.4133,0.18,0.4,30,75
0.0154,2.7435,2.1229,-3.0161,0.9375,0.4133,0.18,0.4,30,75
0.0092,3.7224,0.8652,-2.8886,0.09432,0.3067,0.18,0.4,30,75
0.009,3.6855,1.1624,-3.0987,0.188,0.3067,0.18,0.4,30,75
0.0062,3.4401,1.1828,-2.8647,0.2818,0.3067,0.18,0.4,30,75
0.0064,3.3865,1.2747,-2.915,0.3754,0.3067,0.18,0.4,30,75
